,title,link,description
5,<b>핀테크</b> 산업 확대에 따른 정책과제와 발전방향,http://academic.naver.com/article.naver?doc_id=562141222,Policies and Strategic Directions for Fintech Development in Korea 금융과 기술의 융합을 뜻하는 <b>핀테크</b>는 금융서비스
6,<b>핀테크</b>기업의 재무특성에 관한 연구,http://academic.naver.com/article.naver?doc_id=186517751,The Financial Characteristics of Fintech Firms [연구목적]본 연구는 <b>핀테크</b>기업에 대한 재무특성의 분석에 초점
7,부동산 <b>핀테크</b>(FinTech) 산업의 현황과 과제,http://academic.naver.com/article.naver?doc_id=630717905,"  목차
부동산 <b>핀테크</b>(FinTech) 산업의 현황과 과제 / 최수석 1
 프롭테크의 최종 주자 부동산 <b>핀테크</b> 1
 "
8,<b>핀테크</b> 시대 : 새로운 인증 기술을 요구하다,http://academic.naver.com/article.naver?doc_id=155957173,"Fintech era : needs for the innovation of user authentication technologies  목차
<b>핀테크</b> 시대 : 새로운 인증 기술을 요구"
9,<b>핀테크</b> 결제서비스 지속적 이용에 지각된 가치 및 신뢰의 영향,http://academic.naver.com/article.naver?doc_id=650647049,The Effect of the Reliability and the Perceived Value on the Continuous Use of Fintech Service As a part of the recent financial servic
0,신기술과 산업 지형의 변화 ③ <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=650673147,"  목차
신기술과 산업 지형의 변화, 3 : <b>핀테크</b> / 장병열 1
 연구의 배경 및 목적 1
 <b>핀테크</b>의 개념 및 기"
1,용어 확장을 통한 <b>핀테크</b> 기술 적용가능 산업의 탐색 :네트워크 분석 및 ,http://academic.naver.com/article.naver?doc_id=843907286,Exploring Potential Application Industry for Fintech Technology by Expanding its Terminology: Network Analysis and Topic Modelling Appr
2,<b>핀테크</b> 기업의 혁신성과에 영향을 미치는 요인에 관한 실증연구,http://academic.naver.com/article.naver?doc_id=650645338,An Empirical Investigation into the Effect of the Factors on the Innovation Performance of FinTech Firms 우수한 <b>핀테크</b> 기업은 
3,<b>핀테크</b> 스타트업 지원센터 사례 및 시사점 : 금융회사 <b>핀테크</b> 스타트업 ,http://academic.naver.com/article.naver?doc_id=561821444,"  목차
<b>핀테크</b> 스타트업 지원센터 사례 및 시사점 : 금융회사 <b>핀테크</b> 스타트업 지원센터를 중심으로 / "
4,"금융위, <b>핀테크</b> 투자 생태계 활성화 나선다",http://academic.naver.com/article.naver?doc_id=1003500822,
5,모바일 뱅킹에서 <b>핀테크</b> 서비스로의 전환 시 고객만족에 영향을 미치는 ,http://academic.naver.com/article.naver?doc_id=561553088,An Empirical Study on the Factors Influencing on the Customer Satisfaction in Case of Switching from Mobile Banking to Fintech Service 
6,4차 산업혁명 시대의 <b>핀테크</b> : 미국의 <b>핀테크</b>산업 규제 법제에 관한 고찰,http://academic.naver.com/article.naver?doc_id=289799368,"  목차
4차 산업혁명 시대의 <b>핀테크</b> : 미국의 <b>핀테크</b>산업 규제 법제에 관한 고찰. 하 / 정대 1
 III. 핀테"
7,금융회사의 <b>핀테크</b> 기업 출자 활성화 추진 : 「<b>핀테크</b> 등 금융혁신을 위,http://academic.naver.com/article.naver?doc_id=562133391,"  목차
금융회사의 <b>핀테크</b> 기업 출자 활성화 추진 : 「<b>핀테크</b> 등 금융혁신을 위한 규제개혁 T/F」 1분과"
8,국내 <b>핀테크</b> 산업 육성과 금융감독의 과제,http://academic.naver.com/article.naver?doc_id=562461323,A challenge of financial supervision with the evolution of FinTech 최근 금융과 ICT 기술을 결합한 <b>핀테크</b> 산업의 육성
9,"2막으로 접어든 <b>핀테크</b>, 그 주인공은?",http://academic.naver.com/article.naver?doc_id=650678683,"  목차
2막으로 접어든 <b>핀테크</b>, 그 주인공은? / 최진희 1
 점점 커지는 간편결제 시장 1
 제2의 공인인증"
0,"중국, <b>핀테크</b> 강대국이 되다",http://academic.naver.com/article.naver?doc_id=562540144,"  목차
중국, <b>핀테크</b> 강대국이 되다 / 김기현 1
 중국 <b>핀테크</b> 산업 활황과 중국 정부의 규제 완화 1
 다"
1,금융의 미래 <b>핀테크</b> : 서울시의 <b>핀테크</b> 산업 육성 전략,http://academic.naver.com/article.naver?doc_id=235934404,"  목차
금융의 미래 <b>핀테크</b> : 서울시의 <b>핀테크</b> 산업 육성 전략 / 이희원 1
 I. 서울시, <b>핀테크</b>에 눈뜨다 1"
2,<b>핀테크</b> 분야에서 초거대 인공지능의 이해와 활용,http://academic.naver.com/article.naver?doc_id=964765809,Understanding and Applying of Hyperscale Artificial Intelligence in the Fintech 2020년 5월 오픈AI에서 GPT3를 공개한 이후 
3,<b>핀테크</b> 서비스의 기술적 특성과 정보시스템 품질이 기술수용을 통해 고,http://academic.naver.com/article.naver?doc_id=951089692,The Impact of Technical Characteristics of Fin-Tech Services and Quality of Information Systems on Customer Satisfaction through Techno
4,<b>핀테크</b>가 은행업에 미치는 비대칭적 영향과 정책적 시사점,http://academic.naver.com/article.naver?doc_id=561932001,Asymmetric Effects of FinTech on Banking Sectors <b>핀테크</b>는 정보통신기술을 이용하여 제공되는 다양한 융합형 금
5,주제별 논단 : 연구논문 ; 자본시장에서 <b>핀테크</b>의 법적 쟁점,http://academic.naver.com/article.naver?doc_id=178489693,"The Legal Issues of Fin-Tech in the Capital Market 천송이코트 역직구(逆直購), Active-X 및 공인인증서 등 특정기술"
6,텍스트마이닝을 활용한 <b>핀테크</b> 및 디지털 금융 서비스 트렌드 분석,http://academic.naver.com/article.naver?doc_id=889014104,Trend Analysis of FinTech and Digital Financial Services using Text Mining 본 연구는 <b>핀테크</b>를 중심으로 국내 디지털 금
7,<b>핀테크</b> 주요 트렌드 및 시사점,http://academic.naver.com/article.naver?doc_id=561844281,"  목차
<b>핀테크</b> 주요 트렌드 및 시사점 / 금융감독원 편 1
 1. 개요 1
 2. <b>핀테크</b> 트렌드 및 시사점 주요 내"
8,<b>핀테크</b> 서비스의 유저블 시큐리티 디자인을 위한 휴리스틱 평가 제안,http://academic.naver.com/article.naver?doc_id=964497651,Proposal of a Usable Security Heuristic Evaluation for Fintech Service 현 사회의 금융 시장은 디지털 가속화로 인하여 
9,<b>핀테크</b> 기업의 광고를 통한 브랜드 증거가 브랜드 전형성 및 브랜드 현,http://academic.naver.com/article.naver?doc_id=562505786,A Study on the Structural Influence of FinTech Company’s Brand Evidence on Brand Typicality and Brand Salience through Advertising - 
0,<b>핀테크</b> 이상거래 탐지를 위한 적응형 프레임워크,http://academic.naver.com/article.naver?doc_id=561823602,Adaptive Framework for Detecting FinTech Frauds <b>핀테크</b>는 금융서비스 가치와 혁신을 향상시킬 수 있는 비즈니스 
1,<b>핀테크</b> 분야에서 초거대 인공지능의 이해와 활용,http://academic.naver.com/article.naver?doc_id=966104291,Understanding and Applying of Hyperscale Artificial Intelligence in the Fintech 2020년 5월 오픈AI에서 GPT3를 공개한 이후 
2,<b>핀테크</b> 등장이 은행 및 저축은행 산업에 미치는 영향 분석,http://academic.naver.com/article.naver?doc_id=938336815,An Analysis of the Effects of Fintech on the Banking and Savings Banking Industries in Korea 글로벌 금융위기 이후 전 세계
3,<b>핀테크</b> 플랫폼의 품질특성이 이용의도에 미치는 영향: 기술수용모델을 ,http://academic.naver.com/article.naver?doc_id=940356181,The Effect of the Quality Characteristics of the FinTech Platform on the Intention to Use: Focusing on Technology Acceptance Model(TAM)
4,<b>핀테크</b> 플랫폼의 품질특성이 이용의도에 미치는 영향: 기술수용모델을 ,http://academic.naver.com/article.naver?doc_id=940356181,The Effect of the Quality Characteristics of the FinTech Platform on the Intention to Use: Focusing on Technology Acceptance Model(TAM)
5,<b>핀테크</b> 활성화를 위한 규제혁신 건의과제 검토결과,http://academic.naver.com/article.naver?doc_id=595349846,"  목차
<b>핀테크</b> 활성화를 위한 규제혁신 건의과제 검토결과 / 금융감독정보 편 1
 [요약] 1
 1. 추진 경과 "
6,디지털금융과 <b>핀테크</b> 활성화를 위한 혁신입법 방안,http://academic.naver.com/article.naver?doc_id=580507805,Innovative legislation for digital finance and FinTech activation 4차 산업혁명기에 접어들면서 <b>핀테크</b>(FinTech)에 의한 
7,<b>핀테크</b> 지급결제 서비스 사용중단의도 영향요인 연구 : Y대학 재학생을 ,http://academic.naver.com/article.naver?doc_id=964427285,"The study on the factors affecting discontinuance intention of fintech payment service : focusing on Y university students  목차
핀"
8,&lt;일본&gt; 가난하다고 <b>핀테크</b>를 모르겠는가,http://academic.naver.com/article.naver?doc_id=561844986,"  목차
〈일본〉 가난하다고 <b>핀테크</b>를 모르겠는가 / 임숙경 1
 <b>핀테크</b>가 빈(貧)테크로 불리는 이유 1
 "
9,개인정보의 제3자 제공시 정보보호 관련 법상 책임에 관한 연구/OPEN API ,http://academic.naver.com/article.naver?doc_id=561602060,A Study on the Liability of Information Protection for the Third Party Supply of Personal Information/Focus on Fintech Companies Using 
0,"<b>핀테크</b> 산업의 도약을 위한 기점, 오픈뱅킹",http://academic.naver.com/article.naver?doc_id=630718479,"  목차
<b>핀테크</b> 산업의 도약을 위한 기점, 오픈뱅킹 / 정은진 1
 1. 서론 1
 2. 주요 내용 2
  1) 오픈뱅킹의 "
1,<b>핀테크</b> 등장이 은행 및 저축은행 산업에 미치는 영향 분석,http://academic.naver.com/article.naver?doc_id=964449761,An Analysis of the Effects of Fintech on the Banking and Savings Banking Industries in Korea 글로벌 금융위기 이후 전 세계
2,<b>핀테크</b>가 금융안정에 미치는 영향 및 시사점: 국내 <b>핀테크</b> 동향 및 금융,http://academic.naver.com/article.naver?doc_id=562379809,Financial Stability Implication of FinTech: FinTech Development in Korea and the Assessment of its Financial Stability Risks 본고는 
3,<b>핀테크</b> 스케일업에 역량 집중할 것,http://academic.naver.com/article.naver?doc_id=630717765,"  목차
<b>핀테크</b> 스케일업에 역량 집중할 것 / 송현도 1
 4월부터 금융규제 샌드박스 본격 시행… 42건의 "
4,2020년 주목할 만한 AI <b>핀테크</b> 서비스 : 류한석의 신기술 토크,http://academic.naver.com/article.naver?doc_id=630641995,"  목차
2020년 주목할 만한 AI <b>핀테크</b> 서비스 : 류한석의 신기술 토크 / 류한석 1
 회계 소프트웨어 연동 "
5,<b>핀테크</b> 확대가 금융안정에 미치는 영향,http://academic.naver.com/article.naver?doc_id=922355308,"Effects of fintech expansion on financial stability   금융안정, <b>핀테크</b>, 인터넷전문은행, 실증분석, 은행업, Financia"
6,<b>핀테크</b> 인증시스템의 리스크에 대한 법적 검토,http://academic.naver.com/article.naver?doc_id=187879397,A Legal Study of the Risk concerning Certification System of Fintech 본고는 최근 주목받고 있는 <b>핀테크</b>의 인증시스템
7,<b>핀테크</b> 확대가 금융안정에 미치는 영향,http://academic.naver.com/article.naver?doc_id=940352623,Effects of Fintech Expansion on Financial Stability 기술기반기업의 금융업 진출로 인한 <b>핀테크</b>의 확산은 이론적
8,금융회사의 <b>핀테크</b> 투자 등에 관한 가이드라인 발표,http://academic.naver.com/article.naver?doc_id=608099079,"  목차
금융회사의 <b>핀테크</b> 투자 등에 관한 가이드라인 발표 / 금융감독원 편 1
 1. 추진 배경 1
 2. 향후 "
9,인공지능과 <b>핀테크</b> 보안,http://academic.naver.com/article.naver?doc_id=232450812, 본 논문에서는 <b>핀테크</b> 보안에 활용 가능한 딥러닝 기술을 살펴본다. 먼저 인공지능과 관련된 보안 이
0,MZ세대 모바일 <b>핀테크</b> 서비스의 게이미피케이션 전략 연구 사용자 선호,http://academic.naver.com/article.naver?doc_id=1008917752,A study on gamification strategy for mobile FinTech service of generation MZ : focusing on user preference and continuous use intention
